Year,Country,AverageTemperature,split
1871,China,-7.8,-0.02933546518793857
1873,China,-5.7,0.7225587640498283
1874,China,-6.7,-1.7825054450858537
1875,China,-7.0,0.45480911529600393
1876,China,-7.5,1.0628158845718183
1877,China,-8.2,-0.20491329236315833
1878,China,-7.7,-0.015922510651243296
1879,China,-6.2,-0.32691054979637835
1880,China,-7.4,0.35772988984803844
1881,China,-7.9,-1.0937345828290352
1882,China,-8.3,1.5044472080199225
1883,China,-6.7,0.7102135074506516
1884,China,-8.0,0.10525821308586694
1885,China,-5.9,0.2918259329355077
1886,China,-6.5,0.8978185643236959
1887,China,-6.7,0.36675035710693216
1888,China,-6.0,-1.2285041348544488
1889,China,-6.8,1.162952690840685
1891,China,-6.2,0.3497026192324846
1892,China,-7.3,0.48191643305821086
1893,China,-6.9,-0.7125135407424741
1894,China,-7.8,0.9216796129847373
1895,China,-7.3,-0.3608343793986581
1896,China,-7.2,1.731630789694242
1897,China,-7.9,0.045042442805083065
1899,China,-7.0,0.33372831606371267
1901,China,-7.6,-0.8730084035751264
1902,China,-6.4,1.2485570144010805
1903,China,-7.0,1.1559326736083908
1904,China,-6.9,-0.17183268266364785
1905,China,-6.7,-0.2752891185170262
1906,China,-6.1,0.36717970217102364
1907,China,-6.7,2.2205461333300955
1908,China,-6.1,1.630104762482459
1909,China,-6.8,1.7214933198650682
1910,China,-8.5,-1.285118449838138
1911,China,-7.8,1.7767138468555514
1912,China,-8.4,0.3044476922473302
1914,China,-7.1,0.2983177443844786
1915,China,-4.8,0.5357531647278247
1916,China,-8.2,-2.229811957047224
1917,China,-8.5,-0.5178188578794589
1918,China,-8.6,-1.3958880917574064
1919,China,-7.0,0.0703895254091852
1920,China,-7.2,-0.23750302166893
1921,China,-6.2,1.901176531255092
1922,China,-6.9,-0.6006788632443792
1923,China,-6.6,2.079976454891234
1924,China,-6.0,0.06270324992596245
1925,China,-5.9,0.13701800456609117
1926,China,-7.6,-0.35280244805670036
1927,China,-5.8,-1.6603927344986604
1928,China,-7.8,-1.320726183760578
1929,China,-8.8,1.498446368006623
1930,China,-6.8,-1.5263448137058513
1931,China,-6.6,0.947871034341067
1933,China,-5.3,0.1700840776602058
1934,China,-5.2,0.34220326284516683
1935,China,-9.9,1.4334558210090624
1936,China,-7.3,1.5731147402544736
1937,China,-6.9,-0.652327301165629
1938,China,-6.6,1.9421148827722954
1939,China,-5.7,-0.17401649994956878
1941,China,-5.2,1.1872291062516165
1942,China,-6.6,0.6661882648430549
1943,China,-5.8,-0.2894741600291177
1944,China,-10.1,-1.0568305670104639
1945,China,-6.4,-0.28434608640854264
1946,China,-7.4,-0.4100571973385892
1947,China,-7.7,0.5134902797442101
1948,China,-5.1,-0.43341904514202034
1949,China,-7.7,0.17138480738347445
1950,China,-8.0,0.4790757974479338
1951,China,-4.4,1.6850765814430912
1952,China,-8.4,0.24189639916978695
1953,China,-6.4,0.3861224933346194
1954,China,-9.9,-0.5226516032234825
1955,China,-4.4,-0.23947477458109948
1956,China,-8.1,-1.1110794711307361
1957,China,-5.1,-0.7692548689595519
1959,China,-6.1,-1.3818764742005423
1961,China,-6.8,-0.6987017197647104
1962,China,-5.9,0.8525331324294364
1963,China,-6.1,-0.8117376632653021
1964,China,-6.3,-0.14742739706030386
1965,China,-7.3,0.5681659387404383
1966,China,-7.5,-0.6950930126421746
1967,China,-8.5,-0.8091463248208822
1968,China,-4.6,-0.5298284647644993
1969,China,-6.7,0.9124303317005499
1970,China,-5.9,0.3842383444392624
1971,China,-5.7,-0.20260086906957708
1973,China,-6.1,1.191106750055061
1974,China,-8.1,-2.7867726459373916
1975,China,-7.8,-0.055679009516436825
1976,China,-6.9,1.1613177456642982
1977,China,-5.2,-0.9563569897811245
1978,China,-4.8,0.46147962259427305
1979,China,-4.7,1.8518707615598595
1980,China,-5.7,-0.29831814046412
1981,China,-6.7,0.7139387367724792
1982,China,-6.5,-0.7413596873092472
1983,China,-6.0,0.5646584291396142
1984,China,-7.5,-0.28110100725690673
1985,China,-6.7,-0.005280955257672693
1986,China,-5.5,-0.8142682627873633
1987,China,-5.2,-0.0010527022400915215
1988,China,-4.5,-0.5978262531056652
1989,China,-4.5,1.05146732232262
1991,China,-5.9,-1.028115114625573
1992,China,-5.4,0.230655233451004
1994,China,-5.3,-1.4603827033431516
1996,China,-5.4,-0.08635834801360703
1997,China,-6.0,-1.0710160914874454
1998,China,-4.5,1.6378595077417524
1999,China,-5.4,-0.2050392091571394
2000,China,-5.5,0.23580088986808018
2001,China,-6.7,-0.3495539035285196
2003,China,-5.6,-1.4002443390156707
2004,China,-5.2,0.20803026885630949
2005,China,-7.2,-0.4984992078212674
2006,China,-5.5,1.0103394133409433
2008,China,-5.0,-0.3211062396609864
2010,China,-6.0,-0.24352851202196302
2011,China,-6.2,-0.9446177044205396
2012,China,-7.0,-1.3777217279541807
1744,France,7.1,0.9169717933447745
1750,France,6.6,-1.5568008459050866
1752,France,8.4,0.6703041916213739
1753,France,7.0,-1.0780300815427641
1755,France,6.7,-0.06931052094309088
1756,France,4.6,-0.8930056674652235
1758,France,7.1,2.2565585493709226
1759,France,4.7,0.6796353020257431
1760,France,8.1,1.4568278583831675
1761,France,4.0,0.018991193339590984
1762,France,4.0,0.8497887323067992
1763,France,8.2,1.9563932270713944
1764,France,8.2,1.2281807418262674
1765,France,5.5,-2.3899163861503965
1766,France,6.1,0.7024443974590582
1767,France,5.3,1.1192660155177956
1768,France,6.9,0.7397977112381345
1771,France,8.6,-1.1334423686262107
1772,France,8.9,0.05556651321438704
1773,France,8.5,-0.5130097555360172
1774,France,4.7,0.3371553445904787
1775,France,6.1,0.19070749607032828
1776,France,7.3,-0.5413403290796558
1777,France,5.6,-0.5102612727513351
1778,France,8.2,-0.04731693874516391
1779,France,8.6,-1.8679369099402061
1780,France,5.9,0.7837587595951014
1782,France,5.3,-0.22497193266746593
1783,France,6.3,-1.4487014973733718
1784,France,4.5,-1.4792255626791957
1785,France,6.6,1.212180087920722
1787,France,8.2,-1.7498744847319498
1788,France,3.6,1.3761984625585406
1789,France,6.9,-0.4784807359332351
1790,France,7.3,-0.5763848340774027
1791,France,7.0,1.1184453366334839
1792,France,7.1,0.38537924878018653
1793,France,8.1,0.7304665115881916
1794,France,5.4,1.8405588825226136
1795,France,8.6,-0.11460642464264797
1796,France,4.3,1.2159481809369095
1797,France,8.1,-0.37999056410449955
1798,France,5.4,0.019343625264843407
1799,France,4.2,-0.13411527914586874
1800,France,6.8,-0.7925475149647506
1801,France,7.5,0.6473092067157724
1802,France,7.5,-0.2686685790102625
1803,France,7.7,-1.0998643572520015
1804,France,5.6,0.30597068092914953
1805,France,6.0,-1.9551441937533691
1806,France,9.7,-0.5098403337831873
1808,France,4.0,1.2359592000360233
1809,France,7.2,-0.32079232965399845
1810,France,7.6,-0.5422274649132117
1811,France,6.6,-1.3655174531121512
1812,France,4.0,-0.4633697184065851
1813,France,6.6,0.7726771800315577
1814,France,8.9,1.9124768641465033
1816,France,6.1,-1.912911045006911
1817,France,5.8,-1.2717930540917766
1818,France,6.1,0.8049499467881989
1819,France,6.6,-0.42255181167068184
1820,France,6.9,-1.2127502274022026
1821,France,9.1,0.6693844885532799
1822,France,4.6,0.7828965224148382
1823,France,7.6,0.8703555444583064
1826,France,7.8,-1.1662589256728995
1827,France,8.6,0.9729016818314022
1828,France,8.6,-0.8057363173701266
1829,France,3.2,-0.7753102551810519
1830,France,6.3,0.5656143670668448
1831,France,7.5,-0.7850969352534276
1832,France,6.7,-0.29671125704790424
1833,France,9.2,-0.18962966888258803
1834,France,7.1,2.205439929135045
1835,France,4.8,0.7009685024843437
1836,France,7.2,0.12737150654569632
1837,France,7.6,1.0713306411715033
1838,France,6.4,-0.18402242560518678
1839,France,8.0,1.1871104955739462
1840,France,4.3,0.19349938001803757
1841,France,7.5,-1.3232273002027473
1843,France,7.8,0.17050995594850435
1844,France,4.6,-0.17563031400365636
1845,France,7.6,0.17668993261392496
1846,France,4.0,0.7503382411235269
1847,France,6.4,1.1636929416993684
1848,France,7.4,0.16212314368034186
1849,France,5.8,2.728350848308329
1850,France,7.0,1.0839566917348937
1851,France,5.5,1.390968921811592
1852,France,9.7,-0.7673890806506662
1853,France,4.1,0.10315878913239912
1855,France,4.7,-0.7287237221494929
1856,France,7.1,-0.017743242833976453
1857,France,7.5,-0.2958526289978037
1858,France,7.1,-0.6542429192468215
1859,France,4.9,0.7607896572611571
1860,France,6.1,-0.30388138741448595
1861,France,6.8,1.2177105634937058
1863,France,7.6,-1.3330681847892856
1864,France,4.9,0.5595847609636272
1865,France,6.1,0.1885190716513879
1866,France,8.7,-1.429949790888172
1867,France,5.3,-0.6347172323004456
1868,France,10.6,0.20121041957741773
1869,France,6.1,-1.2521785786655677
1870,France,3.6,0.4783070833129027
1871,France,3.6,0.7129114553485197
1872,France,8.5,0.8431378633294173
1873,France,6.5,1.816065825584807
1874,France,5.0,-0.4060944237435965
1875,France,5.2,-0.30047303602639447
1876,France,9.0,1.6060374473594095
1878,France,5.0,0.7278476890159402
1879,France,3.3,-0.18659995952458502
1880,France,9.3,0.23933134299291392
1881,France,6.4,-1.2287671156368083
1882,France,7.4,1.0733822937386979
1883,France,6.3,0.4126755644769401
1884,France,7.0,-1.0814618262655682
1886,France,6.6,-1.4980311837577907
1887,France,5.7,0.5131296685445561
1888,France,7.3,0.6284856844093206
1889,France,4.7,0.2975073406861249
1890,France,3.1,0.5248934249858067
1891,France,7.8,0.041316961885495565
1892,France,5.3,-0.7856143960621264
1893,France,6.4,-0.6732154735174398
1894,France,6.7,-1.0130108210278934
1895,France,7.7,0.33192796699549243
1896,France,6.9,-1.9221152072301655
1897,France,7.2,-0.8478027434583688
1898,France,7.8,-1.3812543968890212
1899,France,5.7,-0.774907895390676
1900,France,8.5,0.6808202180213971
1901,France,6.6,-0.46302640089055885
1902,France,6.6,0.9948890664472079
1904,France,7.7,0.43833895985904353
1905,France,6.8,-1.4684015695144428
1906,France,5.4,0.33737890067452453
1907,France,8.4,1.0703852319821947
1908,France,6.7,-0.815341479298896
1909,France,8.1,0.26663157224098455
1910,France,8.5,-1.032110213283852
1911,France,8.9,1.277591604275748
1913,France,7.1,1.084396491717381
1914,France,8.5,-1.118849056389246
1915,France,9.5,-0.5142588043325319
1916,France,7.3,-0.27970817745078763
1917,France,4.4,0.5286510047574137
1918,France,9.1,3.0896743632065573
1919,France,8.0,-0.8077248025134799
1920,France,6.8,-0.49817853892082387
1922,France,7.3,0.09201343388917024
1923,France,6.9,0.824138457437647
1924,France,7.4,1.2835411481450347
1925,France,7.1,-1.285240379607382
1926,France,5.9,1.1915149078519012
1927,France,6.4,-1.0487940022580826
1928,France,6.9,1.8254338841231332
1929,France,8.9,2.3360302279018885
1930,France,7.7,-1.1705387312948763
1931,France,6.3,0.9130155941420769
1932,France,8.2,0.865389436299592
1933,France,3.7,-0.9100943742134519
1934,France,9.8,-0.13559461076813512
1935,France,7.1,-0.40793129021530294
1936,France,7.4,0.15393683694814247
1937,France,6.4,0.40902725304637033
1938,France,6.1,-0.5592923673400332
1939,France,6.4,-0.41057643446346137
1941,France,6.8,0.46512502412713275
1942,France,7.8,-1.0821642155921742
1943,France,6.9,0.7758561688215837
1944,France,6.6,0.8221192967977973
1945,France,7.6,1.620408043475339
1947,France,7.3,0.379294558715767
1948,France,7.7,-0.6634405850905776
1949,France,8.1,-1.2122141555726784
1950,France,4.8,-0.6196113988147912
1951,France,8.0,0.3695482065903918
1952,France,7.0,-0.5191604741527281
1953,France,9.8,1.2832800729922378
1954,France,8.9,-1.458819481748964
1956,France,8.1,-1.0252772876290421
1957,France,6.9,1.1685480901903915
1958,France,8.4,-0.45012637847027454
1959,France,8.8,1.2736678873623353
1960,France,6.5,0.5523553568425544
1961,France,7.9,-0.0407039918125188
1963,France,5.1,0.03833151258955145
1964,France,6.5,1.378225607544455
1965,France,8.7,0.9157750623104736
1966,France,8.3,-0.23729733797263367
1967,France,6.2,0.03109835674140277
1968,France,6.5,-0.1510610554361546
1969,France,5.1,-0.01750146034939298
1970,France,6.0,-2.483166718812131
1971,France,7.9,-0.26329141413594326
1973,France,7.0,0.24588459146627328
1974,France,9.5,-1.6854140765685706
1976,France,6.7,0.9193677529808117
1977,France,8.5,0.26673321091983104
1978,France,8.5,-0.8037914469491242
1979,France,8.9,0.17837711875211146
1980,France,6.4,-0.0019096103115209006
1981,France,7.7,-0.17047128177856602
1984,France,7.8,0.7654666681618028
1985,France,8.5,-0.35277476313452216
1987,France,8.5,1.800913524552178
1988,France,8.7,-0.33871553501359664
1989,France,8.8,2.1689056630588714
1990,France,6.4,-0.6214912030201953
1991,France,6.9,-0.2949149137259655
1992,France,8.2,-2.23885638557513
1993,France,9.3,-0.005680166865860315
1994,France,9.4,-0.9916022031520575
1995,France,7.5,-0.6627959206576267
1996,France,7.0,-0.49769470786272046
1997,France,8.8,-0.4610236806948804
1998,France,7.9,-0.300900530534004
2001,France,6.0,0.6984617777562014
2002,France,9.6,-1.3795227213438161
2003,France,8.2,-0.8561876101978843
2004,France,7.5,0.8530471052162936
2005,France,6.3,-0.16381138638172177
2006,France,8.1,0.5254505315329409
2007,France,7.3,1.5365005525916469
2008,France,6.9,-1.0353577785202208
2009,France,7.7,0.3257070735520284
2010,France,5.6,-0.309471145744882
2011,France,9.8,0.2400029235704859
2012,France,8.8,1.9471096834072834
1744,Germany,0.1,0.6235977224686284
1750,Germany,-0.2,-0.11535596410892274
1752,Germany,1.6,0.632018185832793
1753,Germany,-1.2,-0.6260995365233455
1754,Germany,0.4,-0.002456547335865191
1755,Germany,1.2,1.3770320163205456
1756,Germany,-2.1,-0.4644145817280745
1757,Germany,-1.3,-0.4598457696824978
1758,Germany,0.6,0.6578976229902506
1759,Germany,-3.1,-0.742134882185975
1762,Germany,-2.8,-1.2822948024089091
1763,Germany,2.3,0.7999360959754758
1764,Germany,-0.3,0.8417307902946094
1765,Germany,-1.1,0.6345988246407955
1766,Germany,-1.4,0.30140190753400925
1767,Germany,-2.2,0.3221414837516572
1768,Germany,0.4,-0.5609813238523687
1770,Germany,1.8,0.8209673949761089
1771,Germany,1.6,-0.16919611176068003
1772,Germany,1.4,-0.7028116623750258
1773,Germany,2.5,0.012971886702244377
1774,Germany,-2.0,0.8271840078624147
1775,Germany,0.6,0.28766124184157565
1776,Germany,-0.6,-1.4196112718655791
1777,Germany,-0.8,0.1976566120332609
1779,Germany,2.7,-0.7740606369548538
1780,Germany,-1.3,0.29385988912915256
1781,Germany,0.3,-0.16451690177063955
1782,Germany,-0.7,0.4393093766649486
1784,Germany,-1.9,-0.2849197879992111
1785,Germany,-0.9,0.5208170859129055
1786,Germany,-0.2,1.8853917314690238
1787,Germany,2.1,-0.6582199914222835
1788,Germany,-7.0,-0.27978101986354525
1789,Germany,2.2,0.06865382234892525
1790,Germany,1.0,-0.48173593955097394
1791,Germany,0.6,1.405527109168734
1792,Germany,0.7,-0.5564981698947168
1793,Germany,2.0,-0.7556845057912587
1794,Germany,-2.1,-1.1995527281412754
1795,Germany,3.2,-0.3414580248366255
1797,Germany,2.1,-0.2847854579284509
1798,Germany,-4.2,-0.6188293982598262
1799,Germany,-4.9,0.9120562501699572
1800,Germany,0.1,-2.0596565374116906
1802,Germany,1.0,-0.3971816857463312
1803,Germany,0.3,2.1321485787539065
1804,Germany,-3.4,-0.9291482189848204
1805,Germany,0.3,-0.33622026905413094
1806,Germany,4.7,-0.5012955914821733
1807,Germany,0.4,0.8485500165050136
1808,Germany,-4.8,-0.3729938285099192
1809,Germany,1.9,0.119715636694876
1810,Germany,1.6,-0.31198937380165087
1811,Germany,0.8,-1.3007214251819663
1812,Germany,-5.6,-0.3124755539559901
1814,Germany,1.9,1.1091067490212367
1815,Germany,-1.8,0.49835833686609815
1816,Germany,-0.5,-0.26023599447863327
1817,Germany,-0.9,0.402533069715736
1818,Germany,-1.9,1.0993638424887253
1819,Germany,-1.6,0.2715957484141866
1820,Germany,-1.7,0.43738308819120286
1822,Germany,-2.8,0.014752186422566326
1823,Germany,2.1,1.7153609626008928
1824,Germany,4.1,-3.059519213746991
1825,Germany,3.8,0.768256061294906
1827,Germany,3.3,-0.7002529881695952
1828,Germany,2.0,0.707566637949713
1829,Germany,-7.5,0.8108687088764988
1830,Germany,-0.8,-0.5648699056124252
1831,Germany,1.7,-0.5018922012256508
1832,Germany,0.6,0.08128152342692922
1833,Germany,4.0,1.0765529372588092
1834,Germany,1.2,-1.0639942468497634
1835,Germany,-1.5,-0.2837558984846231
1836,Germany,1.5,1.9609674491109197
1837,Germany,0.2,0.6152821820206716
1838,Germany,-0.5,-0.39910698663028715
1839,Germany,1.0,-0.24530284756394777
1840,Germany,-5.9,-0.7554269234434117
1841,Germany,2.9,1.4780083520180443
1842,Germany,1.8,-0.3032010612909259
1843,Germany,2.5,0.5896315332422029
1844,Germany,-4.1,-0.5673127095347287
1845,Germany,1.9,-0.15069645565793788
1846,Germany,-4.1,0.5148225672805392
1847,Germany,-1.0,-0.29467797629590453
1848,Germany,0.5,0.1086268968167704
1849,Germany,-2.4,-0.45594002654229804
1850,Germany,0.5,0.8319638534841641
1851,Germany,0.2,-1.3939664123131523
1852,Germany,4.1,-1.766646289051913
1853,Germany,-5.0,-0.844358488925476
1854,Germany,1.5,-0.8871592011838288
1855,Germany,-4.4,-0.13773386560874998
1856,Germany,0.8,-0.6548704891584252
1857,Germany,1.9,-0.23345775721150758
1858,Germany,0.4,1.8391408965861722
1859,Germany,-2.4,-2.243101485528817
1860,Germany,-1.7,0.2678459794468093
1861,Germany,-0.0,-0.5577306555930711
1862,Germany,0.6,0.018791751894644878
1863,Germany,2.1,-2.444858158248567
1864,Germany,-3.4,-1.6787305489910371
1865,Germany,-0.1,-0.5114333206292477
1866,Germany,1.7,0.07119625235347936
1867,Germany,-1.9,0.09300853372994487
1868,Germany,4.2,0.27566218920799074
1869,Germany,-0.7,-0.9710835173693362
1870,Germany,-4.9,-0.5420280766560371
1871,Germany,-4.2,2.620215140286635
1872,Germany,2.2,-0.014886580224004575
1873,Germany,0.8,-0.6930062242701851
1875,Germany,-2.3,-0.12603432576215723
1876,Germany,1.6,-0.21571386040509957
1877,Germany,0.3,-1.4635237119904378
1878,Germany,-1.6,-0.49026909786166756
1879,Germany,-5.9,1.7781532257143486
1880,Germany,3.2,1.406654692080918
1881,Germany,0.5,-1.5333119766929015
1882,Germany,0.2,-1.0620627937374365
1883,Germany,0.4,1.851663700356498
1884,Germany,1.2,-0.35403270305472617
1885,Germany,-0.6,0.8230269698167019
1886,Germany,0.5,-1.5113685136810453
1887,Germany,-1.0,0.8145848033031942
1888,Germany,0.1,-0.8851572793761968
1889,Germany,-1.9,0.6069648761316244
1890,Germany,-5.5,1.7325284666149916
1891,Germany,1.4,-1.1778975259960707
1893,Germany,0.1,1.9695231690917714
1894,Germany,0.2,-0.9169461969322863
1895,Germany,-0.3,1.3328781507097183
1896,Germany,-0.7,-0.20547167426716983
1897,Germany,0.9,-1.451766879557324
1898,Germany,2.7,-1.4503925677778327
1899,Germany,-3.4,0.6856233499601648
1900,Germany,2.4,-0.01105948097457424
1901,Germany,0.7,0.0647634925748482
1902,Germany,-2.2,0.5092828681112965
1903,Germany,-1.0,0.1858942838996605
1904,Germany,2.0,1.8529479604423518
1905,Germany,0.7,-0.9754374767106446
1906,Germany,-2.4,2.678729868067901
1907,Germany,1.1,-1.6715014420420302
1908,Germany,-0.9,-0.497142214301163
1909,Germany,1.5,-1.2715809349936005
1910,Germany,2.3,-0.07729704369847025
1911,Germany,2.5,0.5751927205440255
1912,Germany,2.7,-0.05995634309475877
1913,Germany,1.6,0.1591618927168514
1914,Germany,3.1,-0.4762864702114599
1915,Germany,3.1,1.4112144162331903
1916,Germany,1.5,-0.008337504880929434
1917,Germany,-2.4,-0.5706032346505127
1918,Germany,3.4,1.0692097442971886
1919,Germany,0.3,0.7005976609290568
1920,Germany,0.2,1.0272398629400783
1921,Germany,0.2,-1.1844815954624972
1922,Germany,1.8,-0.5768796912995336
1923,Germany,-1.8,0.5893024251688079
1924,Germany,1.0,1.1972362582838076
1926,Germany,0.1,-0.3238516818149043
1927,Germany,-2.8,-0.5757754400839212
1928,Germany,-0.6,-0.28353247406925575
1929,Germany,3.2,-0.3433675429517468
1930,Germany,0.3,-0.2279974857554467
1931,Germany,-0.3,-0.734284707748133
1932,Germany,0.5,1.2944303022546348
1933,Germany,-4.2,0.11373579661304356
1934,Germany,4.3,0.773114247854747
1935,Germany,0.1,-1.1299481374697826
1936,Germany,1.3,0.01078211499200019
1937,Germany,-0.9,-0.6097650416511221
1939,Germany,-1.8,1.3818264185794118
1940,Germany,-3.1,0.19495546845122083
1941,Germany,1.1,-0.9632845709201984
1943,Germany,-0.1,0.04453728375365637
1944,Germany,-0.6,-0.5690876722289357
1946,Germany,-2.5,1.4080137643820265
1947,Germany,1.1,-1.9230753364764617
1948,Germany,0.5,0.2563227973142199
1949,Germany,2.6,-0.22989378226892418
1950,Germany,-2.1,-1.3927477386277953
1951,Germany,2.2,-0.7312183890141972
1952,Germany,-0.9,-1.3496138273460845
1953,Germany,2.3,-0.283010235440152
1954,Germany,2.9,0.7519277515756113
1955,Germany,2.2,-1.4165584534191686
1956,Germany,1.6,-0.3286581945637161
1957,Germany,0.2,1.7728620707548433
1958,Germany,2.1,-0.7606457077925458
1959,Germany,1.8,-0.5624942663164272
1960,Germany,1.0,0.026222676887348462
1962,Germany,-3.4,-1.3197402537042306
1963,Germany,-3.4,1.9871207433734832
1964,Germany,0.1,1.3094456797567777
1965,Germany,2.2,0.872959526685381
1966,Germany,1.6,-2.371910395833652
1967,Germany,-0.0,1.8730400135706573
1968,Germany,-2.2,2.5584366648965076
1969,Germany,-4.9,-0.3390743776995949
1970,Germany,0.3,0.5813702942502046
1971,Germany,3.2,0.7745199873781555
1972,Germany,0.7,1.4911514509167365
1973,Germany,-0.1,-0.6606455884864912
1974,Germany,4.4,-0.9659576439725763
1975,Germany,0.9,-0.005753607675838113
1976,Germany,-1.3,-0.051341156367742696
1977,Germany,1.8,-0.5008779423438684
1978,Germany,0.1,1.4644513402405437
1979,Germany,3.6,-0.6598162471595388
1980,Germany,0.2,0.07245694775190824
1981,Germany,-2.4,-1.3223364861945972
1982,Germany,2.0,-1.009849908199129
1983,Germany,0.4,-0.19854197713682945
1984,Germany,1.0,0.8863110574801563
1986,Germany,1.7,-0.6453503557130587
1987,Germany,1.9,1.0112356821657589
1989,Germany,2.2,-0.42931368749205456
1990,Germany,0.5,-0.12598801224874065
1991,Germany,0.5,2.3631061945988936
1992,Germany,1.1,-0.7062809700345447
1993,Germany,2.8,2.0567183646245644
1995,Germany,-2.0,-0.49279655908712
1996,Germany,-2.4,0.753539041303011
1997,Germany,1.9,0.2279826736460489
1998,Germany,0.7,0.8056646034275644
1999,Germany,1.8,1.5985552304198327
2001,Germany,-0.6,-0.6096858525054926
2002,Germany,0.1,-0.5427861007637436
2003,Germany,1.7,-1.0183748591490562
2004,Germany,0.9,-1.0451643998081608
2005,Germany,0.6,-0.8525237195775491
2006,Germany,4.2,-0.5646296055026255
2007,Germany,1.4,1.146206501316784
2008,Germany,0.9,0.6911493512117627
2009,Germany,0.1,-0.04456332958369508
2010,Germany,-3.9,0.7183676565923092
2011,Germany,3.6,0.810108802659874
2012,Germany,1.2,-0.7132402632166086
1796,India,15.5,-1.637285559792619
1798,India,16.7,-0.3402195324622005
1799,India,16.9,-0.4436939646932015
1800,India,17.5,-2.4689802100116216
1801,India,18.3,0.08883899500540235
1802,India,16.8,1.2237033607728103
1804,India,16.6,-0.3008190543458605
1805,India,18.1,-0.916073652628983
1806,India,17.7,0.5064896337075256
1807,India,18.3,0.18794946108449403
1813,India,15.8,-0.08046902849220755
1814,India,18.6,-0.6176003261154215
1815,India,15.4,0.93852433708865
1816,India,15.8,0.0029225868254220216
1817,India,15.6,-0.5486024605166732
1819,India,16.0,0.3075152025702748
1820,India,16.0,1.9162090515115047
1821,India,17.0,0.5650570571502106
1822,India,16.1,0.9662590289570814
1823,India,17.1,1.7722190198040697
1825,India,17.0,0.4625485441038162
1826,India,18.6,0.5582336853166947
1827,India,17.0,-0.982144800846251
1828,India,17.4,-0.9597134101558162
1830,India,18.1,-1.341294230012894
1834,India,17.7,-1.9642396892437417
1835,India,15.7,-1.1440621544959342
1836,India,17.2,-1.0089190415911717
1837,India,17.3,0.1529101530027341
1838,India,16.9,1.3093101324751457
1839,India,16.2,1.7388557780262588
1840,India,16.8,0.00897141290279188
1841,India,16.8,1.014669688446625
1842,India,17.6,-1.5495313025705069
1843,India,16.7,-1.1847937356242648
1844,India,16.8,-0.21870699015077122
1846,India,17.2,0.5828621736705097
1848,India,16.9,0.162768026323061
1849,India,16.0,-0.3276986003353747
1850,India,16.6,-0.8885675064995469
1851,India,16.9,-0.7626900708844991
1852,India,17.0,-1.0145662858695337
1853,India,17.1,-0.7118274969463754
1855,India,16.3,-1.9022971222031362
1856,India,16.8,-1.4560033183286696
1857,India,16.8,1.0304797500017417
1858,India,16.3,-0.20347458717265812
1859,India,16.8,0.19356402842153395
1860,India,15.5,1.5056204946932865
1861,India,16.7,1.872322778865234
1865,India,16.9,2.2900254055463787
1866,India,17.8,-1.1009595129388865
1867,India,17.7,1.8808935024600244
1868,India,16.9,-0.38788838981868423
1869,India,16.3,0.0933615904089335
1870,India,16.1,-1.3148041980718026
1871,India,16.8,1.6900519509037446
1872,India,16.9,0.11683030108428843
1873,India,17.2,0.18934024815944955
1874,India,16.7,1.20918562508872
1875,India,17.5,1.5573767222195718
1876,India,16.7,-0.6587286496859965
1877,India,18.1,-0.6825589998838328
1878,India,16.7,1.724987018360866
1879,India,15.9,0.3387170453517972
1880,India,16.7,2.233776804153609
1881,India,16.9,3.0474721393304374
1882,India,17.6,-0.4998818486081952
1883,India,15.3,0.7894395579159857
1884,India,16.2,-0.5633914092035861
1885,India,16.9,-1.2474178850008044
1886,India,17.1,-1.0456972917420817
1887,India,16.8,0.9587722243990394
1888,India,16.6,-0.3623655832079329
1889,India,17.2,-0.07446731617770912
1890,India,17.5,1.094383552379652
1891,India,17.2,-0.2910368294152685
1892,India,16.5,-0.5779830339593761
1893,India,16.9,-0.041301830411984104
1894,India,17.0,-0.16773859486453016
1895,India,16.6,-0.043790045256306996
1896,India,17.4,-0.45753328962664813
1897,India,16.7,1.6580162321661147
1898,India,17.6,0.6012404570000818
1899,India,18.0,-0.21818239184849667
1900,India,18.1,0.558485565828056
1901,India,17.4,0.9052669783768467
1902,India,16.9,-1.0023759249865432
1903,India,16.5,0.2614277943238697
1904,India,17.1,1.4586763883687943
1905,India,16.9,0.5642465016210999
1906,India,17.7,-1.8401087573836201
1907,India,16.5,-0.523313514689572
1908,India,16.2,-0.4614347331759301
1909,India,17.2,-0.7142088523353817
1910,India,16.5,-0.1547641397376814
1911,India,17.0,-1.4376942860829691
1912,India,16.6,-0.33232810879077446
1913,India,16.9,1.9031370751424308
1915,India,17.1,1.136786338698644
1916,India,16.3,0.09345499323741845
1917,India,16.7,1.228428395453693
1918,India,16.8,0.5141260445627206
1920,India,17.3,-0.23370800581970397
1921,India,17.7,-1.2592820135416551
1924,India,17.1,-2.078931383109062
1926,India,17.0,0.9824595434135651
1927,India,17.7,-1.1593300660403612
1928,India,17.1,0.10739926213093161
1929,India,16.7,-1.6365487292030114
1930,India,17.4,-0.012162623915866703
1931,India,17.4,1.0136544077423162
1933,India,17.3,-0.9505494503941576
1934,India,17.3,-0.60647772448779
1935,India,17.4,1.1765328714206733
1936,India,17.3,-2.0829880733884507
1937,India,16.5,0.4850940288535456
1939,India,17.3,-0.20933736346672926
1940,India,17.3,1.1461368376402243
